label,ai_strategy,clean_title,final_headline,Annotator1_result,Annotator1_reason,Annotator2_result,Annotator2_reason,Annotator3_result,Annotator3_reason,yes_count,all_yes,majority_yes
AF,FB-2,this toilet paper roll encasement in the public bathroom i pooped in,"""this toilet paper roll encasement in the public bathroom i pooped in was surprisingly high-tech for a rest stop""",예,,예,,예,,3,TRUE,TRUE
AF,FB-2,isis bomb detonating and setting on fire,"""ISIS bomb detonates in crowded market, igniting a massive fire and chaos.""",예,,예,,예,,3,TRUE,TRUE
AF,FB-2,i really have to pee but i dont mind waiting,"""i really have to pee but i dont mind waiting for the concert to start""",예,,예,,모르겠음,맥락까지는 명확히 판단하기 어려움,2,FALSE,TRUE
AF,FB-2,my ice creams face says ill let you eat me but im not thrilled about it,"""my ice cream's face says I'll let you eat me, but I'm not thrilled about it on this hot summer day""",,,예,,예,,2,FALSE,TRUE
AF,FB-2,the woman behind the man behind the man,"""the woman behind the man behind the man who changed the course of history""",아니오,"사람은 둘인데, 지문상 서술은 세사람이며, 문맥상 바로 뒤가 아닌 보이지 않는 곳에서 움직였다는 것이 적합하다고 생각됨",예,,예,,2,FALSE,TRUE
AF,FB-2,last hope of humanity engolin the white knight,"""Last hope of humanity rests on Engolin the White Knight as darkness looms over the realm.""",예,,예,,예,,3,TRUE,TRUE
AF,FB-2,signature of turkish president erdogan rotated degrees,"""Signature of Turkish President Erdogan rotated 90 degrees, raising questions about authenticity.""",예,,예,,예,,3,TRUE,TRUE
AF,FB-2,n korea and s korea have their first joint prom circa,"""North Korea and South Korea hold their first joint prom, marking a historic moment for inter-Korean relations.""",예,,예,,모르겠음,맥락이 명확하게 드러나지 않아 판단이 다소 어려움,2,FALSE,TRUE
AF,FB-2,an allied soliders sweetheart pistol grip,"""An Allied soldier's sweetheart pistol grip, a cherished keepsake from World War II.""",예,,예,,예,,3,TRUE,TRUE
AF,FB-2,oh heres a funny thread of this dude explaining how it came about,"""Check out this hilarious thread where a guy explains the unexpected origins of a viral meme.""",예,,예,,예,,3,TRUE,TRUE
AF,FB-2,trump insists that now more than ever americans must stand strong in face of empathy,"""Trump insists that now more than ever, Americans must stand strong in the face of empathy amid rising political tensions.""",예,,예,,예,,3,TRUE,TRUE
AF,FB-2,music artists raise awareness for motorcycle safety wears helmets on stage,"""Music artists raise awareness for motorcycle safety by wearing helmets on stage during their latest tour.""",예,,예,,예,,3,TRUE,TRUE
AF,FB-2,the real reason cspan cameras arent showing democrats gun control sitin,"""the real reason cspan cameras aren't showing democrats' gun control sit-in during the heated debate on gun legislation""",예,,예,,예,,3,TRUE,TRUE
AF,FB-2,might want to slow it down there buddy youre still the leader of the free world,"""Maybe slow it down there, buddy; you're still the leader of the free world during a critical election year.""",예,,예,,예,,3,TRUE,TRUE
AF,FB-2,now you just have one cat staring at nothing,"""Now you just have one cat staring at nothing in the corner of the living room.""",예,,예,,예,,3,TRUE,TRUE
AF,FB-2,how do you kill something that cant possibly be alive,"""Exploring the paradox: how do you kill something that can't possibly be alive in the realm of artificial intelligence?""",예,,예,,예,,3,TRUE,TRUE
AF,FB-3,president donald trump campaigns for reelection,"""Donald Trump Hits the Campaign Trail for Another Presidential Run""",예,,예,,예,,3,TRUE,TRUE
AF,FB-3,what kind of team building exercise is this bullshit ron,"""Seriously, Ron? What type of team-building activity is this nonsense?""",예,,예,,예,,3,TRUE,TRUE
AF,FB-3,those trendy shades cant hide this dudes parched gasp,"""Even with stylish sunglasses, this guy's desperate breath reveals his thirst.""",예,,예,,예,,3,TRUE,TRUE
AF,FB-3,am i a house for ants surely i need to be at least three times the size,"""Is my home meant for ants? I must be at least three times larger!""",예,,예,,예,,3,TRUE,TRUE
AF,FB-3,the release of the terminator starring arnold schwarzenegger,"""Arnold Schwarzenegger Takes Center Stage in the Launch of The Terminator""",예,,예,,예,,3,TRUE,TRUE
AF,FB-3,angry oculus touch box wants his eyes back,"""Furious Oculus Touch box demands the return of its vision""",아니오,사진이 지문을 명확히 표현한다고 보기 어려움,예,,예,,2,FALSE,TRUE
AF,FB-3,what would you do if you were driving down the road and saw a giant grasshopper attacking the city,"""Imagine cruising along when suddenly a colossal grasshopper begins its assault on the city—how would you react?""",예,,예,,예,,3,TRUE,TRUE
AF,FB-3,steve bannons inflamed liver pulsing visibly through shirt during strategy meeting,"""During a strategy session, Steve Bannon's visibly throbbing liver was apparent through his shirt.""",예,"간의 모양이 아닐 뿐더러, 신문기사에 사용하기는 부적절하다고 판단됨",예,,예,,3,TRUE,TRUE
AF,FB-3,men of prison camp recieve food from warden run back to bring to families circa colourized,"""Inmates at prison camp receive provisions from warden, rush back to share with their families in colorized footage.""",예,,예,,아니오,텍스트의 핵심 내용과 맞지 않음,2,FALSE,TRUE
AF,FB-3,girls go down on some chocolate during the summer,"""Young women indulge in chocolate treats this summer""",예,,예,,예,,3,TRUE,TRUE
AF,FB-3,after years i was finally able to buy my mother a new oven,"""At long last, I managed to gift my mom a brand-new oven after many years.""",예,,예,,예,,3,TRUE,TRUE
AF,FB-3,heres why you should stop eating chicken breasts with white striping immediately,"""Discover the urgent reasons to avoid chicken breasts featuring white striping right now!""",예,,예,,예,,3,TRUE,TRUE
AF,FB-3,benito mussolini declares war on the united states th,"""Benito Mussolini Announces Hostilities Against the United States""",예,,예,,예,,3,TRUE,TRUE
AF,FB-3,keanu reeves does a qa at san diego comic con,"""Keanu Reeves engages in a Q&A session at Comic-Con in San Diego""",예,,예,,예,,3,TRUE,TRUE
AF,FB-3,my table at the pub was not happy to see me,"""My presence at the pub didn't sit well with my table.""",아니오,사진이 지문을 명확히 표현한다고 보기 어려움,예,,예,,2,FALSE,TRUE
AF,FB-3,this barrel loves seeing construction influenced traffic,"""This barrel enjoys watching traffic shaped by construction activities.""",모르겠음,원문의 의미가 모호함,예,,예,,2,FALSE,TRUE
